epoch,loss,val_loss
0,2.430700709180134,2.348446473842714
1,2.2956051361270067,2.3180440228159833
2,2.2233161461062547,2.2486206147728898
3,2.1433202173651718,2.2076420435091344
4,2.0790671022926888,2.066077528930292
5,1.9440510011300809,1.9379855307137095
6,1.8746317654121212,1.9638856794775985
7,1.8224491956757336,1.790500399543018
8,1.6264571910951195,1.7765709656040842
9,1.5267693821976824,1.6376494896121141
10,1.3939648895728878,1.4854146736424143
11,1.166563580675823,1.547357663875673
12,1.1746387859670127,1.3590800994780006
13,0.97061029294642009,1.1559905017294534
14,0.92847603123362477,1.3269570513469418
15,0.80378042197808985,1.0395255176032461
16,0.66100941271316715,1.0441427288985834
17,0.59884375551851787,0.87677856334825843
18,0.57422570266374728,0.93227525455195726
19,0.46260731467386573,0.79477719562809646
20,0.45985716944787558,0.92385831547946462
21,0.34161453348834342,0.74118733987575625
22,0.3147296592956636,0.55929641025822341
23,0.24097867564457218,0.62178431196910577
24,0.26510430472653085,0.70735670444442
25,0.3207819796190029,0.68523994887747419
26,0.21033429663355757,0.55312965992020402
27,0.15588742131140174,0.74241625245024523
28,0.15780309333306988,0.60103217857639968
29,0.17120736001468287,0.54120779473607128
30,0.1480962047126235,0.79447097749244877
31,0.14665559770130529,0.46377533238108565
32,0.14132084788345708,0.57051020860671997
33,0.1221558936848873,0.518419854524659
34,0.10109426717205745,0.56005131762202198
35,0.092903987799839272,0.47674073678691214
36,0.10160139191714002,0.49230276157216329
37,0.066521678119897842,0.42205061054811244
38,0.074040477050513753,0.47265146418315607
39,0.077255612466393453,0.438500017654605
40,0.060613743960857391,0.4032243533832271
41,0.054651921433283061,0.35672882562730368
42,0.098829186635046473,0.4100302879403277
43,0.054202034524301203,0.4806967014219703
44,0.065821884427128774,0.60608069707707657
45,0.077972265278420799,0.37117233218216317
46,0.053150553437994748,0.43302434246714522
47,0.057639804918591567,0.49952851853719571
48,0.035300082095512532,0.46180171719411522
49,0.031980630828113088,0.53562719502100131
50,0.053981639989992468,0.43075434681845876
51,0.047893853903543657,0.36115479396610728
52,0.036941917522287954,0.38264986654607264
53,0.033811830892795471,0.59106353143366375
54,0.048738190131943401,0.39450452676633507
55,0.040593830868601799,0.35151029578069359
56,0.03740168090273694,0.37173816052878778
57,0.03031853486488505,0.52762416877397678
58,0.032612212910884765,0.7422610710306865
59,0.058372701995256474,0.45882365470979269
60,0.036833028513483884,0.56540282761178362
61,0.056913017871698772,0.53196578127581895
62,0.044827256533430844,0.50350454376965037
63,0.029378113813880013,0.44492268344251124
64,0.026478280108876345,0.54601069485268938
65,0.044583117430348221,0.41710386625150353
66,0.021439922382918801,0.42615784959095282
67,0.024830095651673108,0.37899385429010157
68,0.012486069077035276,0.41255907532645436
69,0.030676576286190894,0.48276763427548292
70,0.043330931536308147,0.46581623539692019
71,0.033683203206193155,0.49599379228382579
72,0.010169745400184539,0.46588327245014471
73,0.026598070748150349,0.40271100474566945
74,0.023974363158297974,0.47358738867247979
75,0.024239484447895025,0.50066226139301206
76,0.015955415929145202,0.4644760961939649
77,0.016701027978120779,0.59988040022733735
78,0.02825664567602117,0.51058078248326366
79,0.027663610957949083,0.41269136056667421
80,0.026975090819887998,0.55051026983958917
81,0.020052608204778374,0.42240838597460489
82,0.03239544131225202,0.53890619118039196
83,0.018880839874150186,0.52240182350321518
84,0.014775747331086456,0.43951153028302076
85,0.014146690322199791,0.35639046314286021
86,0.040480564848133706,0.43657864157746479
87,0.019155942653192252,0.35266470400298516
88,0.029010480383365619,0.40203003839748663
89,0.019472423495111486,0.35775276437038328
90,0.016450517680268825,0.4320313036441803
91,0.0109976768698089,0.36345402569305607
92,0.027670611806282001,0.38866292558065274
93,0.017928069309763064,0.40730579015685292
94,0.018939395192030976,0.50244293198352907
95,0.011097112216237114,0.39804231466316597
96,0.016787000716005158,0.34386489594854958
97,0.0028717983400494587,0.38329846975280019
98,0.0076203217613510787,0.43484624493412855
99,0.025413623102372739,0.47085488496757133
