epoch,loss,val_loss
0,1.4765925121676062,0.76278448903683538
1,0.3251895343827218,1.1282481649487288
2,0.24415825691419779,0.7191627105486762
3,0.14055687143016107,0.97182641017068294
4,0.11322271758594464,0.97786969007905
5,0.091575078819830388,1.1528175172117567
6,0.04982585609727299,1.7094308678636845
7,0.04638416197189351,1.3667867392608799
8,0.023823955979620674,2.595557933001174
9,0.023380049413127692,2.7041744350158061
10,0.022639914799827274,2.5272751935978524
11,0.034590455290582994,1.0438865976235301
12,0.018014623169047932,1.2447862674280541
13,0.040634413422613418,1.9106606331068217
14,0.016378682697211037,1.7033403190140872
15,0.014884126495051477,0.71375942598913134
16,0.0025363353353483392,0.77563682782281307
17,0.0024581270198788994,0.46593049567999301
18,0.0085054104805674362,0.65470554533692982
19,0.015139017345326156,0.2681745789061809
20,0.0045509849370159589,0.20897530341885753
21,0.0018862404831452295,0.18705334306992205
22,0.0018051274151711714,0.17454336288855554
23,0.0058629023866516722,0.13134006495328293
24,0.0053327347517383196,0.20011153981118396
25,0.0022417168575819082,0.16182477729990311
26,0.0018833535535863514,0.21463934435225909
27,0.0015741155518308287,0.16160551446235558
28,0.0007704449000680752,0.13294346754669606
29,0.0026925019921161517,0.26640088389838862
30,0.0072468561111330102,0.19600609631863297
31,0.0028528217993617853,0.2366481186367797
32,0.0070306009889913954,0.26223708690788006
33,0.0056386710750171614,0.20481513348436847
34,0.0031536942308579004,0.16643244319969847
35,0.00051276894621118984,0.16168664459177515
36,0.00057953735039021563,0.16770846837862713
37,0.0011351983927486743,0.16848822689876825
38,0.00056072067418051687,0.27283466353858871
39,0.00046126723325344468,0.17384535058871986
40,0.0021467970207445478,0.20610356181091868
41,0.0010165266773123991,0.20425845647096327
42,0.00039464280429850069,0.22432224233586764
43,0.011579257995370277,0.20635664870136791
44,0.00015995308890945961,0.20321031058802433
45,0.00030435980505964984,0.16474841704073639
46,0.00013001157538514534,0.17927249680998131
47,0.00050248957900153406,0.18775984146344216
48,0.00088262994388960299,0.24736814478114633
49,0.00021650566502346956,0.188444718773736
50,0.00053688868593340395,0.17306556040181098
51,0.00020819252481065706,0.21598112080054185
52,0.00021819209597975415,0.22399978418042404
53,0.0012721965514296263,0.24440024965010659
54,0.0001361584191286478,0.19644522188308158
55,0.00049754122986112948,0.18655795160772221
56,0.00066599888579552612,0.1464434186417907
57,0.00046522630012630766,0.18243283698978574
58,0.00021998114513650959,0.17199105411478721
59,0.00022700181081801798,0.17925500148516052
60,0.00012762184364076994,0.18339825996567408
61,8.5654456837081636e-05,0.18214941529086648
62,0.00027591603446749621,0.22106000457076624
63,6.2998548560479073e-05,0.2464175171497249
64,0.00034889108715293503,0.20068748998119659
65,0.00011161251701458841,0.19080938366673811
66,0.0002119562162538527,0.23598321976146741
67,0.00011195564470489978,0.24518494355678619
68,8.4441972359817338e-05,0.1890967287280424
69,3.3754561821838579e-05,0.19370901609228483
70,0.00031100262093290086,0.19584282750585452
71,0.00020360175045594194,0.24644278869220085
72,2.4864483000633346e-05,0.21397647236656284
73,6.5552635026778231e-05,0.20958636363982655
74,4.8718809345944502e-05,0.23131787972182716
75,7.714400154947453e-05,0.17492069498475007
76,0.00035434552857866987,0.26462388511497487
77,0.00017655459799281051,0.14126838153448992
78,1.8902230333447525e-05,0.14279878827246367
79,2.3556010073685477e-05,0.15011717355060006
80,3.1630512492216606e-05,0.1556616240281842
81,2.9159662307692905e-05,0.16030711562315136
82,2.3633745211270122e-05,0.14834230937082896
83,1.4418603059640031e-05,0.15014931356735989
84,0.00032814193412274649,0.16603362963915341
85,2.8296972424268649e-05,0.15627349281589653
86,9.7798115090422331e-06,0.15477045542547316
87,9.6605470350213992e-05,0.19089301348049986
88,6.9544564563873729e-05,0.15072029051352917
89,9.7207259208629427e-06,0.1611542666220519
90,2.6132903279354539e-05,0.14909596310102755
91,0.00010477172279995112,0.1532363916897892
92,2.3150666918612394e-05,0.16652886295983971
93,6.6527155800922064e-06,0.16242782015607873
94,1.802486115162331e-05,0.14568315020560757
95,4.9872859909958879e-06,0.1361618720810529
96,7.9263060825658465e-05,0.18552577845330984
97,1.7498948616860418e-05,0.15690195257415437
98,5.1313940953595824e-06,0.15110907057413026
99,5.670428221065711e-05,0.20375663965286239
